sequence_id,model,cross_entropy,perplexity
seq0494,deletion,1.1170031,3.0556827
seq0495,deletion,1.1203011,3.065777
seq0496,deletion,1.1213267,3.068923
seq0497,deletion,1.3331786,3.7930813
seq0498,deletion,1.1268028,3.0857747
seq0499,deletion,1.1876823,3.2794712
seq0500,deletion,1.4973001,4.4696054
seq0501,deletion,1.0828964,2.9532208
seq0502,deletion,1.2192528,3.3846579
seq0503,deletion,1.4019562,4.063141
seq0504,deletion,1.1926411,3.2957742
seq0505,deletion,1.3626218,3.9064217
seq0506,deletion,1.3919346,4.022625
seq0507,deletion,1.1177598,3.057996
seq0508,deletion,1.3780118,3.9670067
seq0509,deletion,1.2167915,3.3763373
seq0510,deletion,1.1229774,3.0739927
seq0511,deletion,1.2564298,3.5128577
seq0512,deletion,1.2885808,3.6276343
seq0513,deletion,1.342944,3.8303034
seq0514,deletion,1.4328705,4.1907115
seq0515,deletion,1.1854584,3.2721868
seq0516,deletion,1.1228788,3.0736897
seq0517,deletion,1.1346884,3.110204
seq0518,deletion,1.1517423,3.1637003
seq0519,deletion,1.2023368,3.3278844
seq0520,deletion,1.3259121,3.7656186
seq0521,deletion,1.2956783,3.6534734
seq0522,deletion,1.2582598,3.5192919
seq0523,deletion,1.3497087,3.8563018
seq0524,deletion,1.2566917,3.5137775
seq0525,deletion,1.3571134,3.8849628
seq0526,deletion,1.2252498,3.4050164
seq0527,deletion,1.0742325,2.9277449
seq0528,deletion,1.3428322,3.8298752
seq0529,deletion,1.3425078,3.828633
seq0530,deletion,1.4498111,4.262309
seq0531,deletion,1.3116192,3.7121794
seq0532,deletion,1.3694088,3.933025
seq0533,deletion,1.1072043,3.0258868
seq0534,deletion,1.3618325,3.9033399
seq0535,deletion,1.3425283,3.8287115
seq0536,deletion,1.1789019,3.2508025
seq0537,deletion,1.1936467,3.2990901
seq0538,deletion,1.2164375,3.375142
seq0539,deletion,1.2237027,3.3997526
seq0540,deletion,1.2805997,3.598797
seq0541,deletion,1.1092843,3.0321872
seq0542,deletion,1.2827734,3.6066282
seq0543,deletion,1.2128487,3.363051
seq0544,deletion,1.2282565,3.4152696
seq0545,deletion,1.1097867,3.0337112
seq0546,deletion,1.1809828,3.257574
seq0547,deletion,1.1055106,3.0207663
seq0548,deletion,1.480949,4.3971167
seq0549,deletion,1.4380112,4.21231
seq0550,deletion,1.2638156,3.538899
seq0551,deletion,1.1134185,3.0447488
seq0552,deletion,1.3459394,3.841794
seq0553,deletion,1.140961,3.1297748
seq0554,deletion,1.0599512,2.8862298
seq0555,deletion,1.0861514,2.962849
seq0556,deletion,1.2962319,3.6554961
seq0557,deletion,1.4516152,4.270006
seq0558,deletion,1.1204115,3.0661156
seq0559,deletion,1.2544414,3.5058792
seq0560,deletion,1.3159943,3.7284565
seq0561,deletion,1.1196877,3.0638971
seq0562,deletion,1.2358211,3.441203
seq0563,deletion,1.0564272,2.8760772
seq0564,deletion,1.063347,2.8960476
seq0565,deletion,1.0741309,2.9274473
seq0566,deletion,1.3537904,3.8720744
seq0567,deletion,1.4184678,4.130786
seq0568,deletion,1.0912591,2.9780211
seq0569,deletion,1.3472761,3.8469326
seq0570,deletion,1.4147936,4.1156373
seq0571,deletion,1.160425,3.1912892
seq0572,deletion,1.3180954,3.7362986
seq0573,deletion,1.1801146,3.2547474
seq0574,deletion,1.3578585,3.8878589
seq0575,deletion,1.1738635,3.234465
seq0576,deletion,1.1329458,3.104789
seq0577,deletion,1.1195753,3.0635526
seq0578,deletion,1.2084497,3.34829
seq0579,deletion,1.1712666,3.2260761
seq0580,deletion,1.2852056,3.615411
seq0581,deletion,1.1344665,3.1095142
seq0582,deletion,1.392985,4.0268526
seq0583,deletion,1.0509269,2.860301
seq0584,deletion,1.4237319,4.152589
seq0585,deletion,1.475947,4.3751774
seq0586,deletion,1.1818675,3.260457
seq0587,deletion,1.1247202,3.079355
seq0588,deletion,1.3302355,3.781934
seq0589,deletion,1.1842325,3.2681773
seq0590,deletion,1.2907325,3.6354487
seq0591,deletion,1.3285906,3.7757185
seq0592,deletion,1.2705477,3.5628035
seq0593,deletion,1.3907927,4.018034
seq0594,deletion,1.3790363,3.9710732
seq0595,deletion,1.2830117,3.607488
seq0596,deletion,1.2299496,3.4210572
seq0597,deletion,1.1306992,3.0978217
seq0598,deletion,1.1441039,3.1396265
seq0599,deletion,1.0972289,2.9958525
seq0600,deletion,1.3042448,3.6849048
seq0601,deletion,1.2432848,3.4669833
seq0602,deletion,1.3130236,3.7173965
seq0603,deletion,1.15191,3.1642306
seq0604,deletion,1.3425037,3.828617
seq0605,deletion,1.2574855,3.5165682
seq0606,deletion,1.1669089,3.2120483
seq0607,deletion,1.2557878,3.5106034
seq0608,deletion,1.3364439,3.8054867
seq0609,deletion,1.192992,3.2969308
seq0610,deletion,1.2194272,3.385248
seq0611,deletion,1.4466515,4.248863
seq0612,deletion,1.3786471,3.9695275
seq0613,deletion,1.1204432,3.0662131
seq0614,deletion,1.1417261,3.1321702
seq0615,deletion,1.0913625,2.978329
seq0616,deletion,1.1547123,3.1731105
seq0617,deletion,1.3264519,3.7676513
seq0618,deletion,1.32243,3.752529
seq0619,deletion,1.2825835,3.6059434
seq0620,deletion,1.4331509,4.191887
seq0621,deletion,1.372284,3.9443498
seq0622,deletion,1.4679606,4.3403745
seq0623,deletion,1.1958529,3.3063762
seq0624,deletion,1.371379,3.9407814
seq0625,deletion,1.4313891,4.184508
seq0626,deletion,1.2936085,3.6459196
seq0627,deletion,1.3652186,3.9165792
seq0628,deletion,1.2900355,3.6329155
seq0629,deletion,1.2299263,3.4209776
seq0630,deletion,1.3619095,3.90364
seq0631,deletion,1.0797021,2.9438026
seq0632,deletion,1.3107386,3.708912
seq0633,deletion,1.3560653,3.8808928
seq0634,deletion,1.2754545,3.5803282
seq0635,deletion,1.2965078,3.656505
seq0636,deletion,1.1131742,3.0440052
seq0637,deletion,1.4435717,4.235798
seq0638,deletion,1.083338,2.9545252
seq0639,deletion,1.3153068,3.725894
seq0640,deletion,1.3568342,3.883878
seq0641,deletion,1.1846337,3.269489
seq0642,deletion,1.1611078,3.1934688
seq0643,deletion,1.1938734,3.2998378
seq0644,deletion,1.4475756,4.2527914
seq0645,deletion,1.288753,3.6282594
seq0646,deletion,1.1885482,3.2823126
seq0647,deletion,1.4922282,4.446993
seq0648,deletion,1.3472829,3.8469586
seq0649,deletion,1.4727774,4.3613315
seq0650,deletion,1.4207425,4.1401935
seq0651,deletion,1.1163332,3.0536366
seq0652,deletion,1.2064909,3.3417375
seq0653,deletion,1.3978192,4.0463657
seq0654,deletion,1.3471504,3.8464491
seq0655,deletion,1.2744485,3.576728
seq0656,deletion,1.3660574,3.9198656
seq0657,deletion,1.1429423,3.1359818
seq0658,deletion,1.2961928,3.655353
seq0659,deletion,1.5083027,4.519054
seq0660,deletion,1.4590076,4.301688
seq0661,deletion,1.139384,3.124843
seq0662,deletion,1.3629446,3.9076831
seq0663,deletion,1.3694862,3.9333296
seq0664,deletion,1.1977055,3.3125076
seq0665,deletion,1.2019355,3.3265493
seq0666,deletion,1.1238168,3.0765746
seq0667,deletion,1.4624454,4.316502
seq0668,deletion,1.2375308,3.4470916
seq0669,deletion,1.340143,3.8195896
seq0670,deletion,1.1743793,3.2361336
seq0671,deletion,1.2942812,3.648373
seq0672,deletion,1.1017973,3.0095701
seq0673,deletion,1.378573,3.9692333
seq0674,deletion,1.3140261,3.7211251
seq0675,deletion,1.3040507,3.68419
seq0676,deletion,1.2954018,3.6524634
seq0677,deletion,1.2971448,3.6588347
seq0678,deletion,1.2205431,3.389028
seq0679,deletion,1.3358842,3.8033574
seq0680,deletion,1.3019795,3.6765673
seq0681,deletion,1.3973051,4.0442867
seq0682,deletion,1.1201004,3.065162
seq0683,deletion,1.1244539,3.078535
seq0684,deletion,1.348772,3.8526914
seq0685,deletion,1.2879949,3.6255097
seq0686,deletion,1.2503424,3.4915383
seq0687,deletion,1.2675408,3.5521064
seq0688,deletion,1.3195504,3.7417388
seq0689,deletion,1.2773594,3.5871549
seq0690,deletion,1.2606447,3.5276952
seq0691,deletion,1.2606949,3.5278718
seq0692,deletion,1.2773614,3.5871623
seq0693,deletion,1.1328816,3.10459
seq0694,deletion,1.4111042,4.1004806
seq0695,deletion,1.2680112,3.5537782
seq0696,deletion,1.2725487,3.5699394
seq0697,deletion,1.3526924,3.867825
seq0698,deletion,1.2297999,3.420545
seq0699,deletion,1.1293234,3.0935626
seq0700,deletion,1.0645056,2.899405
seq0701,deletion,1.325313,3.763363
seq0702,deletion,1.3611425,3.9006472
seq0703,deletion,1.2700795,3.5611355
seq0704,deletion,1.2024479,3.3282542
seq0705,deletion,1.494886,4.4588284
seq0706,deletion,1.25865,3.520665
seq0707,deletion,1.3645048,3.9137845
seq0708,deletion,1.1562395,3.1779602
seq0709,deletion,1.1236378,3.0760236
seq0710,deletion,1.4213791,4.14283
seq0711,deletion,1.419275,4.1341224
seq0712,deletion,1.0537949,2.8685157
seq0713,deletion,1.2181209,3.3808289
seq0714,deletion,1.1914637,3.291896
seq0715,deletion,1.3682202,3.9283528
seq0716,deletion,1.0627582,2.894343
seq0717,deletion,1.2907189,3.635399
seq0718,deletion,1.4208177,4.140505
seq0719,deletion,1.1635414,3.20125
seq0720,deletion,1.2800198,3.5967107
seq0721,deletion,1.3042731,3.6850097
seq0722,deletion,1.1260556,3.0834699
seq0723,deletion,1.3481957,3.8504715
seq0724,deletion,1.4366059,4.2063947
seq0725,deletion,1.1247858,3.079557
seq0726,deletion,1.445657,4.24464
seq0727,deletion,1.4859866,4.4193234
seq0728,deletion,1.3211465,3.747716
seq0729,deletion,1.2701659,3.5614436
seq0730,deletion,1.3290551,3.7774723
seq0731,deletion,1.1139375,3.0463295
seq0732,deletion,1.3572875,3.8856392
seq0733,deletion,1.3523962,3.86668
seq0734,deletion,1.3299874,3.7809958
seq0735,deletion,1.1864489,3.275429
seq0736,deletion,1.3488015,3.8528051
seq0737,deletion,1.0628211,2.8945253
seq0738,deletion,1.1193032,3.0627193
seq0739,deletion,1.4352305,4.200613
seq0740,deletion,1.319882,3.74298
seq0741,deletion,1.294727,3.6499994
seq0742,deletion,1.192771,3.2962022
seq0743,deletion,1.3252715,3.7632067
seq0744,deletion,1.3404622,3.820809
seq0745,deletion,1.193451,3.2984447
seq0746,deletion,1.1587533,3.1859589
seq0747,deletion,1.2030432,3.3302362
seq0748,deletion,1.1633636,3.200681
seq0749,deletion,1.0949913,2.9891565
seq0750,deletion,1.1633756,3.2007194
seq0751,deletion,1.2692652,3.558237
seq0752,deletion,1.1290507,3.092719
seq0753,deletion,1.3623956,3.9055386
seq0754,deletion,1.4988215,4.476411
seq0755,deletion,1.3306284,3.7834203
seq0756,deletion,1.2263143,3.408643
seq0757,deletion,1.3704143,3.9369814
seq0758,deletion,1.12528,3.0810792
seq0759,deletion,1.1355672,3.1129386
seq0760,deletion,1.2055132,3.3384721
seq0761,deletion,1.0557183,2.874039
seq0762,deletion,1.200899,3.323103
seq0763,deletion,1.2369181,3.44498
seq0764,deletion,1.1102244,3.0350394
seq0765,deletion,1.0919781,2.980163
seq0766,deletion,1.1295481,3.0942578
seq0767,deletion,1.2770237,3.585951
seq0768,deletion,1.1113087,3.0383317
seq0769,deletion,1.3387758,3.8143709
seq0770,deletion,1.1729319,3.231453
seq0771,deletion,1.4985783,4.475322
seq0772,deletion,1.3438653,3.8338337
seq0773,deletion,1.278439,3.59103
seq0774,deletion,1.2110567,3.3570302
seq0775,deletion,1.2812457,3.6011229
seq0776,deletion,1.3092827,3.703516
seq0777,deletion,1.4245532,4.156
seq0778,deletion,1.148586,3.1537304
seq0779,deletion,1.1817274,3.2600007
seq0780,deletion,1.2094448,3.3516233
seq0781,deletion,1.2803495,3.5978968
seq0782,deletion,1.4249257,4.157549
seq0783,deletion,1.4040575,4.071687
seq0784,deletion,1.2956977,3.653544
seq0785,deletion,1.1641138,3.2030828
seq0786,deletion,1.2798475,3.5960913
seq0787,deletion,1.1102474,3.035109
seq0788,deletion,1.4264176,4.163756
seq0789,deletion,1.1389691,3.1235464
seq0790,deletion,1.1584427,3.1849697
seq0791,deletion,1.4502336,4.26411
seq0792,deletion,1.2590705,3.5221462
seq0793,deletion,1.3121247,3.714057
seq0794,deletion,1.2057405,3.3392305
seq0795,deletion,1.4025345,4.0654907
seq0796,deletion,1.3604895,3.898101
seq0797,deletion,1.4922637,4.4471507
seq0798,deletion,1.3530204,3.8690944
seq0799,deletion,1.2333649,3.4327612
seq0800,deletion,1.28603,3.6183932
seq0801,deletion,1.282961,3.6073053
seq0802,deletion,1.2483795,3.4846914
seq0803,deletion,1.280399,3.5980752
seq0804,deletion,1.0814615,2.9489865
seq0805,deletion,1.3687127,3.9302876
seq0806,deletion,1.1044575,3.0175872
seq0807,deletion,1.3077626,3.6978908
seq0808,deletion,1.4246091,4.156233
seq0809,deletion,1.3197842,3.7426136
seq0810,deletion,1.4115229,4.1021976
seq0811,deletion,1.1664393,3.2105405
seq0812,deletion,1.1481184,3.152256
seq0813,deletion,1.4391274,4.217015
seq0814,deletion,1.3001297,3.6697726
seq0815,deletion,1.2573183,3.5159798
seq0816,deletion,1.3415573,3.8249955
seq0817,deletion,1.124513,3.078717
seq0818,deletion,1.1728843,3.2312994
seq0819,deletion,1.1153648,3.0506806
seq0820,deletion,1.1712246,3.2259407
seq0821,deletion,1.1092218,3.031998
seq0822,deletion,1.448464,4.256572
seq0823,deletion,1.1979935,3.3134615
seq0824,deletion,1.268036,3.5538661
seq0825,deletion,1.1313883,3.0999572
seq0826,deletion,1.2484373,3.4848928
seq0827,deletion,1.2343717,3.4362185
seq0828,deletion,1.1129936,3.0434556
seq0829,deletion,1.0928804,2.9828534
seq0830,deletion,1.2311604,3.4252017
seq0831,deletion,1.2526678,3.499667
seq0832,deletion,1.4573796,4.294691
seq0833,deletion,1.1965436,3.3086612
seq0834,deletion,1.1361536,3.1147647
seq0835,deletion,1.278086,3.5897622
seq0836,deletion,1.4116449,4.1026983
seq0837,deletion,1.2828579,3.6069334
seq0838,deletion,1.2046734,3.3356695
seq0839,deletion,1.1186996,3.060871
seq0840,deletion,1.33542,3.8015924
seq0841,deletion,1.4223835,4.146993
seq0842,deletion,1.2797141,3.5956116
seq0843,deletion,1.1418809,3.1326547
seq0844,deletion,1.3413919,3.8243628
seq0845,deletion,1.3676718,3.9261992
seq0846,deletion,1.0632408,2.8957403
seq0847,deletion,1.4224195,4.147143
seq0848,deletion,1.5079384,4.517408
seq0849,deletion,1.2807589,3.5993702
seq0850,deletion,1.223821,3.4001548
seq0851,deletion,1.0916069,2.9790568
seq0852,deletion,1.2980347,3.6620924
seq0853,deletion,1.3322134,3.7894216
seq0854,deletion,1.1996084,3.3188171
seq0855,deletion,1.4897968,4.436194
seq0856,deletion,1.0672928,2.9074976
seq0857,deletion,1.0896217,2.9731488
seq0858,deletion,1.0970752,2.995392
seq0859,deletion,1.2802569,3.5975635
seq0860,deletion,1.4604489,4.3078923
seq0861,deletion,1.1442484,3.1400802
seq0862,deletion,1.1398866,3.1264138
seq0863,deletion,1.0860193,2.9624577
seq0864,deletion,1.2217565,3.3931422
seq0865,deletion,1.1756085,3.2401137
seq0866,deletion,1.3427572,3.829588
seq0867,deletion,1.0579505,2.8804612
seq0868,deletion,1.1171652,3.056178
seq0869,deletion,1.1770562,3.244808
seq0870,deletion,1.2848423,3.6140978
seq0871,deletion,1.3180377,3.736083
seq0872,deletion,1.1470917,3.1490214
seq0873,deletion,1.1365318,3.115943
seq0874,deletion,1.1893306,3.2848814
seq0875,deletion,1.3471541,3.8464634
seq0876,deletion,1.3968897,4.042607
seq0877,deletion,1.1146901,3.048623
seq0878,deletion,1.4114046,4.1017127
seq0879,deletion,1.3042848,3.6850526
seq0880,deletion,1.0911067,2.9775674
seq0881,deletion,1.1198087,3.0642679
seq0882,deletion,1.4226875,4.1482544
seq0883,deletion,1.4645,4.3253794
seq0884,deletion,1.241686,3.4614444
seq0885,deletion,1.1206291,3.0667827
seq0886,deletion,1.2821321,3.6043165
seq0887,deletion,1.0979487,2.9980097
seq0888,deletion,1.4699401,4.3489747
seq0889,deletion,1.4224992,4.1474724
seq0890,deletion,1.2953787,3.6523788
seq0891,deletion,1.1827544,3.2633502
seq0892,deletion,1.1399099,3.1264865
seq0893,deletion,1.2942772,3.6483579
seq0894,deletion,1.2847692,3.6138337
seq0895,deletion,1.1169864,3.0556316
seq0896,deletion,1.4578799,4.29684
seq0897,deletion,1.4285414,4.1726084
seq0898,deletion,1.1779733,3.2477853
seq0899,deletion,1.5184203,4.5650086
seq0900,deletion,1.1872675,3.2781115
seq0901,deletion,1.2629914,3.535983
seq0902,deletion,1.19455,3.3020716
seq0903,deletion,1.1563066,3.1781735
seq0904,deletion,1.1268979,3.0860682
seq0905,deletion,1.1811575,3.2581432
seq0906,deletion,1.1484859,3.1534147
seq0907,deletion,1.2742391,3.5759792
seq0908,deletion,1.2424469,3.4640791
seq0909,deletion,1.2244687,3.4023578
seq0910,deletion,1.1239579,3.0770082
seq0911,deletion,1.3095074,3.7043483
seq0912,deletion,1.3499457,3.8572161
seq0913,deletion,1.3135425,3.7193263
seq0914,deletion,1.2824414,3.6054313
seq0915,deletion,1.1928138,3.2963433
seq0916,deletion,1.2487583,3.4860117
seq0917,deletion,1.143217,3.1368432
seq0918,deletion,1.2786523,3.5917957
seq0919,deletion,1.1531183,3.1680562
seq0920,deletion,1.2769144,3.585559
seq0921,deletion,1.1999005,3.3197865
seq0922,deletion,1.1688349,3.2182412
seq0923,deletion,1.165375,3.207125
seq0924,deletion,1.1176707,3.0577233
seq0925,deletion,1.227778,3.4136357
seq0926,deletion,1.4305999,4.181207
seq0927,deletion,1.2786204,3.591681
seq0928,deletion,1.1264545,3.0847
seq0929,deletion,1.0887648,2.9706023
seq0930,deletion,1.1024479,3.011529
seq0931,deletion,1.383418,3.988511
seq0932,deletion,1.1282505,3.0902452
seq0933,deletion,1.114222,3.0471966
seq0934,deletion,1.2415205,3.4608717
seq0935,deletion,1.5260534,4.599987
seq0936,deletion,1.2406988,3.458029
seq0937,deletion,1.2733393,3.5727634
seq0938,deletion,1.2067404,3.3425713
seq0939,deletion,1.3479006,3.8493361
seq0940,deletion,1.1877664,3.2797472
seq0941,deletion,1.2766826,3.5847282
seq0942,deletion,1.3269448,3.7695093
seq0943,deletion,1.4589578,4.301474
seq0944,deletion,1.5206295,4.5751047
seq0945,deletion,1.1752548,3.2389684
seq0946,deletion,1.1180894,3.059004
seq0947,deletion,1.4374497,4.209945
seq0948,deletion,1.4239444,4.153471
seq0949,deletion,1.1664954,3.2107205
seq0950,deletion,1.420038,4.1372776
seq0951,deletion,1.2343028,3.435982
seq0952,deletion,1.432362,4.1885805
seq0953,deletion,1.10743,3.0265698
seq0954,deletion,1.1806729,3.2565646
seq0955,deletion,1.3689413,3.9311867
seq0956,deletion,1.1971155,3.310554
seq0957,deletion,1.1254934,3.0817368
seq0958,deletion,1.3672354,3.924486
seq0959,deletion,1.3505661,3.85961
seq0960,deletion,1.37096,3.9391305
seq0961,deletion,1.2988505,3.6650815
seq0962,deletion,1.3718119,3.9424875
seq0963,deletion,1.3744065,3.95273
seq0964,deletion,1.2101247,3.353903
seq0965,deletion,1.2844261,3.6125944
seq0966,deletion,1.2403228,3.4567294
seq0967,deletion,1.3713238,3.9405642
seq0968,deletion,1.0854826,2.9608684
seq0969,deletion,1.2010683,3.3236656
seq0970,deletion,1.2024317,3.3282
seq0971,deletion,1.516999,4.5585246
seq0972,deletion,1.4883034,4.4295745
seq0973,deletion,1.0717187,2.9203944
seq0974,deletion,1.3154691,3.7264988
seq0975,deletion,1.1877775,3.2797837
seq0976,deletion,1.3002689,3.6702833
seq0977,deletion,1.3065692,3.6934805
seq0978,deletion,1.4234239,4.15131
seq0979,deletion,1.2486125,3.4855037
seq0980,deletion,1.1478571,3.1514325
seq0981,deletion,1.1591173,3.1871188
seq0982,deletion,1.1223272,3.0719948
seq0983,deletion,1.0861838,2.9629452
seq0984,deletion,1.199329,3.3178897
seq0985,deletion,1.2036823,3.3323648
seq0986,deletion,1.318601,3.7381883
seq0987,deletion,1.2826076,3.6060302
seq0988,deletion,1.3497965,3.856641
seq0989,deletion,1.2893797,3.6305337
seq0990,deletion,1.3361393,3.804328
seq0991,deletion,1.147658,3.1508052
seq0992,deletion,1.3441882,3.8350718
seq0993,deletion,1.0837798,2.9558308
seq0994,deletion,1.5183562,4.564716
seq0995,deletion,1.284771,3.6138403
seq0996,deletion,1.4093547,4.093313
seq0997,deletion,1.2760304,3.5823908
seq0998,deletion,1.3161601,3.7290742
seq0999,deletion,1.3441193,3.8348079
seq1000,deletion,1.2090784,3.3503957
seq1001,deletion,1.2680327,3.5538542
seq1002,deletion,1.4302683,4.1798205
seq1003,deletion,1.1995741,3.3187032
seq1004,deletion,1.3424315,3.828341
seq1005,deletion,1.4387902,4.2155924
seq1006,deletion,1.1637688,3.201978
seq1007,deletion,1.136549,3.1159964
seq1008,deletion,1.0813053,2.9485257
seq1009,deletion,1.215776,3.3729105
seq1010,deletion,1.2296083,3.4198895
seq1011,deletion,1.1838003,3.2667654
seq1012,deletion,1.3266742,3.7684896
seq1013,deletion,1.1977283,3.312583
seq1014,deletion,1.4457334,4.2449646
seq1015,deletion,1.2656369,3.5453503
seq1016,deletion,1.3488312,3.8529196
seq1017,deletion,1.2761952,3.582981
seq1018,deletion,1.216993,3.3770175
seq1019,deletion,1.2810581,3.6004472
seq1020,deletion,1.3018541,3.6761065
seq1021,deletion,1.1471641,3.1492493
seq1022,deletion,1.3673002,3.9247403
seq1023,deletion,1.2757024,3.5812156
seq1024,deletion,1.4288862,4.1740475
seq1025,deletion,1.2728438,3.5709937
seq1026,deletion,1.279408,3.594511
seq1027,deletion,1.409044,4.092042
seq1028,deletion,1.1245764,3.0789125
seq1029,deletion,1.1968586,3.3097034
seq1030,deletion,1.3369433,3.8073876
seq1031,deletion,1.24498,3.4728649
seq1032,deletion,1.1227349,3.0732477
seq1033,deletion,1.113817,3.0459623
seq1034,deletion,1.0690721,2.9126756
seq1035,deletion,1.0822682,2.9513664
seq1036,deletion,1.345355,3.8395495
seq1037,deletion,1.4938138,4.4540496
seq1038,deletion,1.3978403,4.0464516
seq1039,deletion,1.3216565,3.7496274
seq1040,deletion,1.1683654,3.2167299
seq1041,deletion,1.4333731,4.1928177
seq1042,deletion,1.3275354,3.771736
seq1043,deletion,1.2322958,3.429093
seq1044,deletion,1.2157346,3.3727708
seq1045,deletion,1.2134001,3.364906
seq1046,deletion,1.4426024,4.231694
seq1047,deletion,1.2918885,3.6396537
